,0,1,2,3,4,cluster
0,0.0928,0.1123,0.071,0.0356,0.0677,3
0,0.071,0.0356,0.0677,0.0642,0.0918,3
0,0.0677,0.0642,0.0918,0.0757,0.0892,3
0,0.0918,0.0757,0.0892,0.0786,0.1129,3
0,0.0892,0.0786,0.1129,0.1232,0.1197,3
0,0.1129,0.1232,0.1197,0.0782,0.0354,3
0,0.1197,0.0782,0.0354,0.0222,0.0553,3
0,0.0354,0.0222,0.0553,0.0643,0.1145,3
0,0.0553,0.0643,0.1145,0.0498,0.0436,3
0,0.1145,0.0498,0.0436,0.0615,0.0299,3
0,0.0436,0.0615,0.0299,0.0156,0.0166,3
0,0.0299,0.0156,0.0166,0.0474,0.1579,3
0,0.0166,0.0474,0.1579,0.249,0.1045,4
0,0.1579,0.249,0.1045,0.1023,0.173,4
0,0.1045,0.1023,0.173,0.2001,0.1416,3
0,0.173,0.2001,0.1416,0.2098,0.0604,4
0,0.1416,0.2098,0.0604,0.0124,0.0141,4
0,0.0604,0.0124,0.0141,0.0189,0.016,2
0,0.0141,0.0189,0.016,0.0196,0.0091,2
0,0.016,0.0196,0.0091,0.0076,0.0118,1
0,0.0091,0.0076,0.0118,0.0139,0.0147,1
0,0.0118,0.0139,0.0147,0.016,0.0102,1
0,0.0147,0.016,0.0102,0.0071,0.0075,1
0,0.0102,0.0071,0.0075,0.0038,0.0046,1
0,0.0075,0.0038,0.0046,0.0076,0.004,1
0,0.0046,0.0076,0.004,0.0024,0.0058,1
0,0.004,0.0024,0.0058,0.012,0.0066,1
0,0.0058,0.012,0.0066,0.0052,0.0062,1
0,0.0066,0.0052,0.0062,0.0042,0.0043,1
0,0.0062,0.0042,0.0043,0.0037,0.003,1
0,0.0043,0.0037,0.003,0.0032,0.0053,1
0,0.003,0.0032,0.0053,0.0051,0.0045,1
0,0.0053,0.0051,0.0045,0.0073,0.0061,1
0,0.0045,0.0073,0.0061,0.0092,0.0107,1
0,0.0061,0.0092,0.0107,0.0138,0.0116,1
0,0.0107,0.0138,0.0116,0.0223,0.0154,2
0,0.0116,0.0223,0.0154,0.0236,0.0086,2
0,0.0154,0.0236,0.0086,0.0108,0.0155,1
0,0.0086,0.0108,0.0155,0.0156,0.0137,1
0,0.0155,0.0156,0.0137,0.0108,0.0089,1
0,0.0137,0.0108,0.0089,0.0098,0.0143,1
0,0.0089,0.0098,0.0143,0.0234,0.0104,1
0,0.0143,0.0234,0.0104,0.0054,0.0123,2
0,0.0104,0.0054,0.0123,0.0123,0.0099,1
0,0.0123,0.0123,0.0099,0.011,0.0121,1
0,0.0099,0.011,0.0121,0.0102,0.0271,2
0,0.0121,0.0102,0.0271,0.0177,0.0152,2
0,0.0271,0.0177,0.0152,0.0075,0.0148,2
0,0.0152,0.0075,0.0148,0.0149,0.0088,1
0,0.0148,0.0149,0.0088,0.011,0.0331,2
0,0.0088,0.011,0.0331,0.0226,0.0228,2
0,0.0331,0.0226,0.0228,0.0377,0.0467,2
0,0.0228,0.0377,0.0467,0.0279,0.0261,2
0,0.0467,0.0279,0.0261,0.029,0.0294,2
0,0.0261,0.029,0.0294,0.0229,0.0234,2
0,0.0294,0.0229,0.0234,0.0212,0.019,1
0,0.0234,0.0212,0.019,0.0214,0.0216,1
0,0.019,0.0214,0.0216,0.021,0.0215,1
0,0.0216,0.021,0.0215,0.0206,0.0214,1
0,0.0215,0.0206,0.0214,0.0219,0.0212,1
0,0.0214,0.0219,0.0212,0.0214,0.0188,1
0,0.0212,0.0214,0.0188,0.0189,0.0187,1
0,0.0188,0.0189,0.0187,0.0201,0.0225,1
0,0.0187,0.0201,0.0225,0.0237,0.0186,1
0,0.0225,0.0237,0.0186,0.0189,0.0188,1
0,0.0186,0.0189,0.0188,0.0174,0.0184,1
0,0.0188,0.0174,0.0184,0.0176,0.0194,1
0,0.0184,0.0176,0.0194,0.0186,0.0176,1
0,0.0194,0.0186,0.0176,0.0157,0.0163,1
0,0.0176,0.0157,0.0163,0.0167,0.0142,1
0,0.0163,0.0167,0.0142,0.0128,0.0094,1
0,0.0142,0.0128,0.0094,0.0147,0.0137,1
0,0.0094,0.0147,0.0137,0.0143,0.0126,1
0,0.0137,0.0143,0.0126,0.0129,0.021,1
0,0.0126,0.0129,0.021,0.017,0.0202,2
0,0.021,0.017,0.0202,0.0091,0.01,2
0,0.0202,0.0091,0.01,0.0262,0.0325,2
0,0.01,0.0262,0.0325,0.0205,0.0085,2
0,0.0325,0.0205,0.0085,0.009,0.0071,2
0,0.0085,0.009,0.0071,0.0069,0.0063,1
0,0.0071,0.0069,0.0063,0.0091,0.009,1
0,0.0063,0.0091,0.009,0.0094,0.0083,1
0,0.009,0.0094,0.0083,0.0036,0.0033,1
0,0.0083,0.0036,0.0033,0.0034,0.0051,1
0,0.0033,0.0034,0.0051,0.0051,0.0097,1
0,0.0051,0.0051,0.0097,0.0098,0.0236,2
0,0.0097,0.0098,0.0236,0.0161,0.0154,2
0,0.0236,0.0161,0.0154,0.0177,0.0243,2
0,0.0154,0.0177,0.0243,0.0229,0.0123,2
0,0.0243,0.0229,0.0123,0.0129,0.0076,2
0,0.0123,0.0129,0.0076,0.0114,0.0228,2
0,0.0076,0.0114,0.0228,0.0208,0.015,2
0,0.0228,0.0208,0.015,0.0123,0.0268,2
0,0.015,0.0123,0.0268,0.0395,0.0663,2
0,0.0268,0.0395,0.0663,0.0131,0.0149,3
0,0.0663,0.0131,0.0149,0.0083,0.009,3
0,0.0149,0.0083,0.009,0.0129,0.018,1
0,0.009,0.0129,0.018,0.0216,0.0213,1
0,0.018,0.0216,0.0213,0.03,0.0205,2
0,0.0213,0.03,0.0205,0.0221,0.0225,2
0,0.0205,0.0221,0.0225,0.0152,0.0183,1
0,0.0225,0.0152,0.0183,0.0233,0.0209,1
0,0.0183,0.0233,0.0209,0.0188,0.0174,1
0,0.0209,0.0188,0.0174,0.0149,0.0158,1
0,0.0174,0.0149,0.0158,0.0259,0.0226,2
0,0.0158,0.0259,0.0226,0.0248,0.0179,2
0,0.0226,0.0248,0.0179,0.019,0.0188,1
0,0.0179,0.019,0.0188,0.0189,0.0188,1
0,0.0188,0.0189,0.0188,0.0216,0.0204,1
0,0.0188,0.0216,0.0204,0.0234,0.0181,1
0,0.0204,0.0234,0.0181,0.0189,0.0287,2
0,0.0181,0.0189,0.0287,0.0251,0.0214,2
0,0.0287,0.0251,0.0214,0.0194,0.0202,1
0,0.0214,0.0194,0.0202,0.0223,0.0225,1
0,0.0202,0.0223,0.0225,0.0212,0.0188,1
0,0.0225,0.0212,0.0188,0.0183,0.0166,1
0,0.0188,0.0183,0.0166,0.0201,0.0207,1
0,0.0166,0.0201,0.0207,0.0203,0.0164,1
0,0.0207,0.0203,0.0164,0.0149,0.0177,1
0,0.0164,0.0149,0.0177,0.0216,0.0113,1
0,0.0177,0.0216,0.0113,0.0116,0.0169,1
